animal_id,animal_type,animal_breed,month,year,census_tract,council_district,intake_type,intake_date,outcome_type,outcome_date,chip_status,animal_origin
A0979533,DOG,CHIHUAHUA SH,FEB,2017,5600,4,OWNER SURRENDER,2/5/17,TRANSFER,2/5/17,SCAN NO CHIP,FIELD
A0995560,CAT,DOMESTIC SH,MAY,2017,9802,6,STRAY,5/26/17,EUTHANIZED,5/26/17,SCAN NO CHIP,FIELD
A0982622,DOG,ROTTWEILER,FEB,2017,20500,6,STRAY,2/24/17,RETURNED TO OWNER,3/1/17,SCAN NO CHIP,FIELD
A0979439,DOG,DOBERMAN PINSCH,FEB,2017,9104,5,OWNER SURRENDER,2/4/17,ADOPTION,2/14/17,SCAN CHIP,OVER THE COUNTER
A0986297,DOG,LABRADOR RETR,MAR,2017,16605,8,OWNER SURRENDER,3/26/17,ADOPTION,4/8/17,SCAN CHIP,OVER THE COUNTER
A1001708,DOG,LABRADOR RETR,JUL,2017,11401,8,STRAY,7/13/17,TRANSFER,7/14/17,SCAN NO CHIP,OVER THE COUNTER
A0977523,DOG,WELSH CORGI CAR,JAN,2017,17004,8,STRAY,1/28/17,TRANSFER,2/4/17,SCAN NO CHIP,FIELD
A0984055,DOG,CHIHUAHUA LH,MAY,2017,12301,7,CONFISCATED,5/7/17,RETURNED TO OWNER,5/9/17,SCAN CHIP,OVER THE COUNTER
A0960155,DOG,LABRADOR RETR,OCT,2016,11701,5,OWNER SURRENDER,10/17/16,EUTHANIZED,10/27/16,SCAN NO CHIP,OVER THE COUNTER
A0974180,DOG,BEAGLE,JAN,2017,75206,6,FOUND REPORT,1/19/17,FOUND REPORT,1/31/17,UNABLE TO SCAN,OVER THE COUNTER
A0999063,DOG,LABRADOR RETR,JUN,2017,3700,7,STRAY,6/19/17,RETURNED TO OWNER,6/21/17,SCAN CHIP,FIELD
A0978654,BIRD,DUCK,FEB,2017,5500,4,STRAY,2/1/17,TRANSFER,2/1/17,UNABLE TO SCAN,FIELD
A0979901,DOG,TOY FOX TERRIER,FEB,2017,9104,5,OWNER SURRENDER,2/7/17,ADOPTION,2/10/17,SCAN NO CHIP,FIELD
A0997065,DOG,GERM SHEPHERD,JUN,2017,10101,6,OWNER SURRENDER,6/5/17,EUTHANIZED,6/5/17,SCAN NO CHIP,OVER THE COUNTER
A0999609,DOG,GERM SHEPHERD,JUN,2017,4900,4,STRAY,6/24/17,RETURNED TO OWNER,6/24/17,SCAN NO CHIP,FIELD
A1009915,CAT,DOMESTIC SH,SEP,2017,10602,6,STRAY,9/29/17,EUTHANIZED,10/2/17,SCAN NO CHIP,FIELD
A0960094,DOG,BULLDOG,OCT,2016,11800,5,OWNER SURRENDER,10/16/16,EUTHANIZED,10/16/16,SCAN NO CHIP,OVER THE COUNTER
A0966298,DOG,PIT BULL,NOV,2016,20300,7,STRAY,11/23/16,EUTHANIZED,11/28/16,SCAN CHIP,FIELD
A0973723,DOG,YORKSHIRE TERR,JUN,2017,10703,6,OWNER SURRENDER,6/1/17,ADOPTION,6/2/17,SCAN CHIP,OVER THE COUNTER
A0998914,WILDLIFE,GUINEA PIG,JUN,2017,20500,6,OWNER SURRENDER,6/17/17,TRANSFER,6/19/17,SCAN NO CHIP,OVER THE COUNTER
A0970361,CAT,DOMESTIC SH,DEC,2016,404,2,OWNER SURRENDER,12/21/16,TRANSFER,12/30/16,SCAN NO CHIP,OVER THE COUNTER
A1006291,DOG,BORDER COLLIE,AUG,2017,9000,5,STRAY,8/25/17,ADOPTION,8/29/17,SCAN NO CHIP,OVER THE COUNTER
A0969917,DOG,CATAHOULA,DEC,2016,20500,6,STRAY,12/18/16,ADOPTION,12/22/16,SCAN NO CHIP,OVER THE COUNTER
A0983417,DOG,PIT BULL,MAR,2017,9303,5,STRAY,3/3/17,ADOPTION,3/11/17,SCAN NO CHIP,OVER THE COUNTER
A1005858,DOG,PIT BULL,AUG,2017,10601,6,STRAY,8/20/17,TRANSFER,8/26/17,SCAN NO CHIP,SWEEP
A0965150,DOG,PIT BULL,NOV,2016,11800,5,STRAY,11/15/16,EUTHANIZED,11/20/16,SCAN NO CHIP,FIELD
A0998057,DOG,PIT BULL,JUN,2017,5902,4,STRAY,6/11/17,EUTHANIZED,6/15/17,SCAN NO CHIP,SWEEP
A0990590,DOG,CHIHUAHUA SH,APR,2017,7201,6,OWNER SURRENDER,4/25/17,EUTHANIZED,4/26/17,SCAN NO CHIP,FIELD
A0971435,DOG,PIT BULL,FEB,2017,20500,6,OWNER SURRENDER,2/23/17,ADOPTION,3/25/17,SCAN CHIP,OVER THE COUNTER
A0970697,DOG,SCHNAUZER MIN,DEC,2016,11002,4,STRAY,12/23/16,ADOPTION,12/27/16,SCAN NO CHIP,OVER THE COUNTER
A0973200,WILDLIFE,OPOSSUM,JAN,2017,13609,11,WILDLIFE,1/12/17,EUTHANIZED,1/12/17,UNABLE TO SCAN,FIELD
A0964711,DOG,LABRADOR RETR,NOV,2016,5100,1,OWNER SURRENDER,11/12/16,EUTHANIZED,11/12/16,SCAN NO CHIP,OVER THE COUNTER
A0997201,DOG,GERM SHEPHERD,JUN,2017,4500,1,OWNER SURRENDER,6/6/17,TRANSFER,6/6/17,SCAN NO CHIP,OVER THE COUNTER
A0982845,DOG,PIT BULL,FEB,2017,9303,5,STRAY,2/27/17,EUTHANIZED,3/10/17,SCAN CHIP,FIELD
A1008592,DOG,LABRADOR RETR,SEP,2017,11103,3,STRAY,9/16/17,TRANSFER,9/16/17,SCAN NO CHIP,OVER THE COUNTER
A0977559,DOG,GERM SHEPHERD,JAN,2017,4400,1,FOUND REPORT,1/29/17,FOUND REPORT,2/9/17,SCAN NO CHIP,OVER THE COUNTER
A1003035,DOG,PIT BULL,JUL,2017,6501,1,OWNER SURRENDER,7/25/17,EUTHANIZED,7/25/17,SCAN NO CHIP,OVER THE COUNTER
A0999854,DOG,AMER BULLDOG,JUN,2017,7811,10,OWNER SURRENDER,6/26/17,EUTHANIZED,6/26/17,UNABLE TO SCAN,OVER THE COUNTER
A0971765,DOG,GERM SHEPHERD,JAN,2017,12100,7,STRAY,1/3/17,TRANSFER,1/10/17,SCAN NO CHIP,FIELD
A1003825,DOG,YORKSHIRE TERR,AUG,2017,5901,4,STRAY,8/1/17,RETURNED TO OWNER,8/3/17,SCAN CHIP,OVER THE COUNTER
A0998687,CAT,DOMESTIC SH,JUN,2017,12211,7,OWNER SURRENDER,6/15/17,ADOPTION,6/28/17,SCAN CHIP,FIELD
A0962517,CAT,PERSIAN,NOV,2016,13606,11,OWNER SURRENDER,11/1/16,TRANSFER,11/8/16,SCAN NO CHIP,OVER THE COUNTER
A0975768,DOG,PIT BULL,JAN,2017,3700,7,OWNER SURRENDER,1/24/17,EUTHANIZED,1/25/17,SCAN NO CHIP,OVER THE COUNTER
A0978429,CAT,DOMESTIC SH,JAN,2017,1900,2,OWNER SURRENDER,1/31/17,ADOPTION,2/4/17,SCAN NO CHIP,OVER THE COUNTER
A0973409,DOG,LABRADOR RETR,MAY,2017,7822,13,OWNER SURRENDER,5/1/17,ADOPTION,5/3/17,SCAN CHIP,OVER THE COUNTER
A0979919,DOG,COLLIE ROUGH,FEB,2017,7804,10,STRAY,2/7/17,TRANSFER,2/12/17,SCAN NO CHIP,OVER THE COUNTER
A0845007,DOG,GERM SHEPHERD,JAN,2017,16520,3,STRAY,1/28/17,RETURNED TO OWNER,1/28/17,SCAN CHIP,FIELD
A0880515,DOG,PIT BULL,NOV,2016,10703,6,STRAY,11/29/16,EUTHANIZED,12/11/16,SCAN CHIP,FIELD
A0948044,DOG,AMERICAN STAFF,OCT,2016,10704,3,STRAY,10/13/16,RETURNED TO OWNER,10/17/16,SCAN CHIP,FIELD
A0959585,DOG,MASTIFF,OCT,2016,11401,8,STRAY,10/12/16,EUTHANIZED,10/16/16,SCAN NO CHIP,SWEEP
A0962406,CAT,DOMESTIC SH,OCT,2016,12601,9,STRAY,10/31/16,EUTHANIZED,11/25/16,SCAN NO CHIP,FIELD
A0988632,DOG,LABRADOR RETR,APR,2017,9609,13,STRAY,4/11/17,RETURNED TO OWNER,4/12/17,SCAN CHIP,FIELD
A1009766,DOG,CHIHUAHUA SH,SEP,2017,3901,7,OWNER SURRENDER,9/28/17,ADOPTION,10/8/17,SCAN NO CHIP,FIELD
A0960046,CAT,DOMESTIC SH,OCT,2016,10101,6,OWNER SURRENDER,10/15/16,ADOPTION,11/8/16,SCAN NO CHIP,OVER THE COUNTER
A0960095,DOG,BULLDOG,OCT,2016,11800,5,OWNER SURRENDER,10/16/16,EUTHANIZED,10/16/16,SCAN NO CHIP,OVER THE COUNTER
A1000743,DOG,PIT BULL,JUL,2017,11601,8,STRAY,7/5/17,ADOPTION,7/12/17,SCAN NO CHIP,FIELD
A0836005,DOG,GERM SHEPHERD,APR,2017,NA,NA,LOST REPORT,4/12/17,LOST REPORT,4/23/17,SCAN CHIP,OVER THE COUNTER
A0991722,CAT,SIAMESE,SEP,2017,31720,12,OWNER SURRENDER,9/11/17,ADOPTION,9/16/17,SCAN CHIP,OVER THE COUNTER
A0951069,DOG,BULL TERRIER,JAN,2017,8701,4,OWNER SURRENDER,1/10/17,EUTHANIZED,1/11/17,SCAN CHIP,OVER THE COUNTER
A0999906,DOG,GERM SHEPHERD,JUN,2017,10500,6,OWNER SURRENDER,6/27/17,TRANSFER,7/10/17,SCAN NO CHIP,SWEEP
A1005822,DOG,PIT BULL,SEP,2017,10601,6,OWNER SURRENDER,9/3/17,EUTHANIZED,9/3/17,SCAN CHIP,OVER THE COUNTER
A0965850,DOG,CHIHUAHUA SH,NOV,2016,5600,4,STRAY,11/19/16,ADOPTION,11/23/16,SCAN NO CHIP,FIELD
A0969582,DOG,PIT BULL,DEC,2016,20200,8,STRAY,12/14/16,EUTHANIZED,12/14/16,SCAN NO CHIP,FIELD
A0962171,DOG,PIT BULL,FEB,2017,10500,6,OWNER SURRENDER,2/28/17,TRANSFER,4/3/17,SCAN CHIP,OVER THE COUNTER
A0926832,DOG,PIT BULL,MAR,2017,8802,4,STRAY,3/1/17,EUTHANIZED,3/23/17,SCAN CHIP,SWEEP
A0981643,DOG,GERM SHEPHERD,FEB,2017,12800,9,STRAY,2/17/17,RETURNED TO OWNER,2/17/17,SCAN NO CHIP,FIELD
A1002556,CAT,DOMESTIC SH,JUL,2017,8200,9,STRAY,7/21/17,ADOPTION,7/29/17,SCAN NO CHIP,FIELD
A0960856,DOG,SHIBA INU,NOV,2016,20500,6,OWNER SURRENDER,11/4/16,ADOPTION,11/4/16,SCAN CHIP,OVER THE COUNTER
A0712222,DOG,GERM SHEPHERD,NOV,2016,16701,8,OWNER SURRENDER,11/4/16,EUTHANIZED,11/4/16,SCAN CHIP,OVER THE COUNTER
A0979455,DOG,GERM SHEPHERD,FEB,2017,17102,8,OWNER SURRENDER,2/4/17,ADOPTION,2/11/17,SCAN NO CHIP,FIELD
A0994182,DOG,POINTER,MAY,2017,11001,3,CONFISCATED,5/17/17,EUTHANIZED,6/1/17,SCAN NO CHIP,FIELD
A0981388,DOG,PIT BULL,FEB,2017,12211,7,STRAY,2/16/17,EUTHANIZED,2/20/17,SCAN NO CHIP,FIELD
A0958925,CAT,DOMESTIC SH,FEB,2017,16520,3,STRAY,2/23/17,TRANSFER,3/12/17,SCAN CHIP,OVER THE COUNTER
A0986650,DOG,POODLE STND,MAR,2017,10801,3,STRAY,3/28/17,TRANSFER,4/4/17,SCAN NO CHIP,OVER THE COUNTER
A0838575,CAT,DOMESTIC SH,FEB,2017,10904,3,OWNER SURRENDER,2/15/17,ADOPTION,2/15/17,SCAN CHIP,OVER THE COUNTER
A1006732,DOG,GERM SHEPHERD,AUG,2017,11103,3,STRAY,8/29/17,TRANSFER,8/31/17,SCAN NO CHIP,OVER THE COUNTER
A0989277,DOG,LABRADOR RETR,APR,2017,12500,9,OWNER SURRENDER,4/15/17,ADOPTION,4/21/17,SCAN NO CHIP,OVER THE COUNTER
A1004219,CAT,DOMESTIC MH,AUG,2017,10803,3,STRAY,8/5/17,ADOPTION,8/19/17,SCAN NO CHIP,OVER THE COUNTER
A1000123,DOG,LABRADOR RETR,JUN,2017,3700,7,OWNER SURRENDER,6/28/17,EUTHANIZED,6/28/17,SCAN NO CHIP,FIELD
A0977805,DOG,LABRADOR RETR,JAN,2017,9000,5,STRAY,1/27/17,TRANSFER,2/1/17,SCAN NO CHIP,FIELD
A0961618,DOG,GERM SHEPHERD,OCT,2016,10101,6,STRAY,10/25/16,ADOPTION,11/3/16,SCAN NO CHIP,FIELD
A0983297,DOG,BRUSS GRIFFON,MAR,2017,5600,4,STRAY,3/3/17,TRANSFER,3/7/17,SCAN NO CHIP,FIELD
A0990043,DOG,SHIH TZU,APR,2017,10704,3,LOST REPORT,4/21/17,LOST REPORT,5/4/17,SCAN NO CHIP,OVER THE COUNTER
A1002388,DOG,SHIH TZU,JUL,2017,8705,8,STRAY,7/19/17,RETURNED TO OWNER,7/21/17,SCAN NO CHIP,SWEEP
A0854064,DOG,ROTTWEILER,APR,2017,11200,3,STRAY,4/5/17,RETURNED TO OWNER,4/5/17,SCAN CHIP,FIELD
A1009573,DOG,ITAL GREYHOUND,SEP,2017,13200,11,STRAY,9/27/17,ADOPTION,10/7/17,SCAN NO CHIP,OVER THE COUNTER
A1009576,CAT,DOMESTIC SH,SEP,2017,10601,6,OWNER SURRENDER,9/27/17,TRANSFER,10/6/17,UNABLE TO SCAN,OVER THE COUNTER
A0989039,DOG,LABRADOR RETR,APR,2017,8802,4,STRAY,4/13/17,RETURNED TO OWNER,4/13/17,SCAN NO CHIP,SWEEP
A0958009,CAT,DOMESTIC SH,OCT,2016,404,2,STRAY,10/3/16,DIED,10/13/16,SCAN NO CHIP,OVER THE COUNTER
A0984976,DOG,PIT BULL,APR,2017,20500,6,OWNER SURRENDER,4/30/17,EUTHANIZED,4/30/17,SCAN CHIP,OVER THE COUNTER
A0967713,DOG,PIT BULL,DEC,2016,8604,4,OWNER SURRENDER,12/3/16,EUTHANIZED,12/18/16,SCAN CHIP,FIELD
A1004009,DOG,PIT BULL,AUG,2017,8703,4,STRAY,8/3/17,RETURNED TO OWNER,8/4/17,SCAN CHIP,FIELD
A1008899,DOG,GERM SHEPHERD,SEP,2017,12800,9,STRAY,9/19/17,TRANSFER,9/27/17,SCAN NO CHIP,OVER THE COUNTER
A1004317,CAT,DOMESTIC SH,AUG,2017,7301,13,STRAY,8/6/17,TRANSFER,8/7/17,SCAN NO CHIP,FIELD
A0958418,CAT,DOMESTIC SH,OCT,2016,12701,9,STRAY,10/5/16,EUTHANIZED,10/5/16,SCAN NO CHIP,FIELD
A0996046,CAT,DOMESTIC SH,MAY,2017,7201,6,STRAY,5/30/17,EUTHANIZED,5/30/17,UNABLE TO SCAN,OVER THE COUNTER
A0968749,DOG,AUST SHEPHERD,FEB,2017,17102,8,STRAY,2/6/17,ADOPTION,2/17/17,SCAN CHIP,FIELD
A0979912,DOG,BOXER,FEB,2017,9104,5,OWNER SURRENDER,2/7/17,TRANSFER,2/8/17,SCAN NO CHIP,FIELD
A0967401,DOG,LABRADOR RETR,DEC,2016,601,2,STRAY,12/1/16,RETURNED TO OWNER,12/3/16,SCAN NO CHIP,OVER THE COUNTER
A0970479,DOG,PIT BULL,DEC,2016,11601,8,STRAY,12/22/16,ADOPTION,12/24/16,SCAN NO CHIP,FIELD
A1008700,DOG,CAIRN TERRIER,SEP,2017,6302,1,LOST REPORT,9/17/17,OTHER,NA,SCAN NO CHIP,OVER THE COUNTER
A0981817,DOG,BICHON FRISE,FEB,2017,9304,8,STRAY,2/18/17,TRANSFER,2/22/17,SCAN NO CHIP,FIELD
A0966871,CAT,DOMESTIC SH,NOV,2016,10102,6,STRAY,11/29/16,ADOPTION,11/30/16,SCAN NO CHIP,OVER THE COUNTER
A1007498,DOG,GERM SHEPHERD,SEP,2017,10904,3,STRAY,9/5/17,ADOPTION,9/15/17,SCAN NO CHIP,OVER THE COUNTER
A0980027,DOG,PIT BULL,FEB,2017,16510,3,STRAY,2/7/17,ADOPTION,2/11/17,SCAN NO CHIP,FIELD
A0995856,DOG,CHIHUAHUA SH,MAY,2017,5901,4,STRAY,5/29/17,RETURNED TO OWNER,5/29/17,SCAN NO CHIP,SWEEP
A0963161,CAT,DOMESTIC SH,NOV,2016,11105,8,STRAY,11/4/16,ADOPTION,11/10/16,SCAN NO CHIP,OVER THE COUNTER
A0979458,DOG,ST BERNARD SMTH,FEB,2017,21616,12,CONFISCATED,2/4/17,RETURNED TO OWNER,2/16/17,SCAN CHIP,FIELD
A0994037,CAT,DOMESTIC SH,MAY,2017,4300,6,CONFISCATED,5/17/17,DEAD ON ARRIVAL,5/17/17,SCAN NO CHIP,FIELD
A0959524,CAT,DOMESTIC MH,OCT,2016,19018,10,OWNER SURRENDER,10/12/16,TRANSFER,10/17/16,SCAN NO CHIP,OVER THE COUNTER
A0988288,DOG,CHIHUAHUA SH,APR,2017,4900,4,STRAY,4/10/17,RETURNED TO OWNER,4/10/17,SCAN NO CHIP,FIELD
A0971973,DOG,GOLDEN RETR,JAN,2017,8604,4,STRAY,1/4/17,ADOPTION,1/22/17,SCAN CHIP,SWEEP
A0999570,CAT,DOMESTIC SH,JUN,2017,4500,1,STRAY,6/24/17,EUTHANIZED,6/28/17,SCAN NO CHIP,OVER THE COUNTER
A0981773,CAT,DOMESTIC MH,FEB,2017,7821,13,STRAY,2/18/17,ADOPTION,2/22/17,UNABLE TO SCAN,OVER THE COUNTER
A0709753,DOG,POINTER,APR,2017,6302,1,OWNER SURRENDER,4/13/17,ADOPTION,4/15/17,SCAN CHIP,OVER THE COUNTER
A1006793,CAT,DOMESTIC SH,AUG,2017,11103,3,OWNER SURRENDER,8/30/17,TRANSFER,9/5/17,SCAN NO CHIP,OVER THE COUNTER
A0974560,DOG,LABRADOR RETR,JAN,2017,17102,8,STRAY,1/21/17,RETURNED TO OWNER,1/21/17,SCAN NO CHIP,FIELD
A0990141,DOG,GERM SHEPHERD,APR,2017,5700,4,STRAY,4/22/17,DIED,4/24/17,SCAN NO CHIP,OVER THE COUNTER
A0985602,DOG,CHIHUAHUA SH,MAR,2017,16605,8,STRAY,3/21/17,ADOPTION,3/26/17,SCAN NO CHIP,OVER THE COUNTER
A0983420,DOG,AMERICAN STAFF,MAR,2017,16510,3,STRAY,3/3/17,RETURNED TO OWNER,3/6/17,SCAN NO CHIP,FIELD
A0988841,DOG,CHIHUAHUA SH,APR,2017,16605,8,CONFISCATED,4/12/17,EUTHANIZED,4/23/17,SCAN NO CHIP,FIELD
A0981460,DOG,BOXER,FEB,2017,2702,7,STRAY,2/16/17,TRANSFER,2/28/17,SCAN CHIP,OVER THE COUNTER
A0981104,DOG,PIT BULL,FEB,2017,11401,8,STRAY,2/14/17,ADOPTION,3/25/17,SCAN NO CHIP,FIELD
A0996505,DOG,GERM SHEPHERD,JUN,2017,17004,8,STRAY,6/1/17,TRANSFER,6/2/17,SCAN NO CHIP,FIELD
A0999668,DOG,LABRADOR RETR,JUN,2017,10601,6,STRAY,6/25/17,ADOPTION,7/5/17,SCAN NO CHIP,SWEEP
A0983776,DOG,MIN PINSCHER,MAR,2017,10102,6,STRAY,3/7/17,TRANSFER,3/14/17,SCAN NO CHIP,FIELD
A0984497,DOG,GERM SHEPHERD,MAY,2017,11701,5,CONFISCATED,5/7/17,RETURNED TO OWNER,5/18/17,UNABLE TO SCAN,FIELD
A1008489,DOG,PIT BULL,SEP,2017,18503,10,STRAY,9/15/17,TRANSFER,9/19/17,SCAN NO CHIP,FIELD
A0988329,DOG,PARSON RUSS TER,APR,2017,7805,10,OWNER SURRENDER,4/10/17,ADOPTION,4/11/17,SCAN NO CHIP,OVER THE COUNTER
A0930092,DOG,AMER BULLDOG,NOV,2016,6501,1,STRAY,11/19/16,RETURNED TO OWNER,11/20/16,SCAN CHIP,FIELD
A0987866,DOG,CHIHUAHUA SH,APR,2017,16605,8,OWNER SURRENDER,4/6/17,ADOPTION,4/11/17,SCAN NO CHIP,OVER THE COUNTER
A0962222,DOG,LABRADOR RETR,OCT,2016,11701,5,STRAY,10/30/16,EUTHANIZED,11/3/16,SCAN NO CHIP,FIELD
A0992404,DOG,PIT BULL,MAY,2017,10801,3,STRAY,5/7/17,ADOPTION,5/11/17,SCAN NO CHIP,FIELD
A1009205,CAT,DOMESTIC SH,SEP,2017,8701,8,STRAY,9/23/17,FOSTER,9/23/17,SCAN NO CHIP,FIELD
A0977436,DOG,GERM SHEPHERD,JAN,2017,1203,2,OWNER SURRENDER,1/27/17,TRANSFER,1/27/17,SCAN NO CHIP,OVER THE COUNTER
A0975621,DOG,BULLDOG,JAN,2017,9105,5,STRAY,1/23/17,ADOPTION,1/27/17,SCAN NO CHIP,FIELD
A0958120,WILDLIFE,HAMSTER,OCT,2016,20500,6,WILDLIFE,10/4/16,EUTHANIZED,10/4/16,SCAN NO CHIP,OVER THE COUNTER
A0967690,DOG,TOY FOX TERRIER,DEC,2016,16511,3,STRAY,12/3/16,DEAD ON ARRIVAL,12/3/16,SCAN CHIP,FIELD
A0952151,DOG,LABRADOR RETR,NOV,2016,31720,12,OWNER SURRENDER,11/5/16,ADOPTION,11/12/16,SCAN CHIP,OVER THE COUNTER
A0958709,DOG,CHIHUAHUA SH,OCT,2016,11401,8,STRAY,10/5/16,RETURNED TO OWNER,10/5/16,SCAN CHIP,SWEEP
A0962706,DOG,SHIH TZU,NOV,2016,16510,3,STRAY,11/2/16,RETURNED TO OWNER,11/2/16,SCAN NO CHIP,FIELD
A0995316,DOG,CAIRN TERRIER,MAY,2017,10805,3,OWNER SURRENDER,5/24/17,TRANSFER,5/26/17,SCAN NO CHIP,FIELD
A0960086,CAT,DOMESTIC SH,OCT,2016,6800,1,STRAY,10/16/16,TRANSFER,10/24/16,SCAN NO CHIP,OVER THE COUNTER
A0980470,DOG,CHIHUAHUA SH,FEB,2017,9402,6,STRAY,2/10/17,ADOPTION,2/14/17,SCAN NO CHIP,FIELD
A0985834,DOG,CHIHUAHUA SH,MAR,2017,6700,3,STRAY,3/22/17,RETURNED TO OWNER,3/22/17,SCAN NO CHIP,SWEEP
A0973921,DOG,CHIHUAHUA SH,JAN,2017,9303,5,STRAY,1/18/17,TRANSFER,1/31/17,SCAN CHIP,SWEEP
A1009472,DOG,PIT BULL,SEP,2017,17004,8,STRAY,9/26/17,OTHER,NA,SCAN NO CHIP,FIELD
A0963894,DOG,FOX TERR SMOOTH,NOV,2016,9202,5,CONFISCATED,11/8/16,EUTHANIZED,11/22/16,SCAN NO CHIP,FIELD
A0982575,DOG,AUST TERRIER,FEB,2017,8900,4,STRAY,2/24/17,RETURNED TO OWNER,2/27/17,SCAN NO CHIP,FIELD
A0979185,DOG,GERM SHEPHERD,FEB,2017,10101,6,STRAY,2/2/17,TRANSFER,2/13/17,SCAN NO CHIP,OVER THE COUNTER
A0981838,DOG,CHIHUAHUA SH,FEB,2017,21636,12,STRAY,2/19/17,TRANSFER,2/23/17,SCAN NO CHIP,FIELD
A0992147,WILDLIFE,OPOSSUM,MAY,2017,21638,12,WILDLIFE,5/5/17,WILDLIFE,5/5/17,SCAN NO CHIP,FIELD
A0969496,DOG,COCKER SPAN,DEC,2016,9000,5,STRAY,12/13/16,TRANSFER,12/19/16,SCAN NO CHIP,OVER THE COUNTER
A0964720,CAT,DOMESTIC SH,NOV,2016,12302,7,OWNER SURRENDER,11/12/16,ADOPTION,11/13/16,SCAN NO CHIP,OVER THE COUNTER
A1009340,DOG,WELSH CORGI CAR,SEP,2017,13610,11,STRAY,9/24/17,TRANSFER,10/5/17,SCAN NO CHIP,FIELD
A0960644,DOG,PIT BULL,OCT,2016,11500,7,STRAY,10/20/16,EUTHANIZED,10/24/16,SCAN NO CHIP,FIELD
A0986862,DOG,GERM SHEPHERD,MAR,2017,11702,8,STRAY,3/29/17,TRANSFER,3/30/17,SCAN NO CHIP,FIELD
A1009825,CAT,DOMESTIC SH,SEP,2017,10102,6,STRAY,9/29/17,EUTHANIZED,9/29/17,SCAN NO CHIP,OVER THE COUNTER
A0961024,DOG,PIT BULL,OCT,2016,10704,3,STRAY,10/21/16,ADOPTION,11/1/16,SCAN NO CHIP,FIELD
A0981734,DOG,YORKSHIRE TERR,FEB,2017,7202,2,OWNER SURRENDER,2/17/17,ADOPTION,2/20/17,SCAN NO CHIP,OVER THE COUNTER
A1001784,DOG,PIT BULL,JUL,2017,10703,6,STRAY,7/14/17,EUTHANIZED,8/2/17,SCAN NO CHIP,SWEEP
A0999688,DOG,LABRADOR RETR,JUN,2017,3101,14,STRAY,6/25/17,ADOPTION,6/30/17,SCAN NO CHIP,OVER THE COUNTER
A0865863,DOG,LABRADOR RETR,NOV,2016,6401,1,STRAY,11/2/16,EUTHANIZED,11/18/16,SCAN CHIP,SWEEP
A0960228,DOG,GERM SHEPHERD,OCT,2016,17001,8,STRAY,10/17/16,ADOPTION,10/21/16,SCAN NO CHIP,FIELD
A0969043,DOG,GERM SHEPHERD,DEC,2016,8705,8,STRAY,12/10/16,ADOPTION,12/15/16,SCAN NO CHIP,FIELD
A0998673,DOG,CHIHUAHUA SH,JUN,2017,11300,8,OWNER SURRENDER,6/15/17,TRANSFER,6/15/17,SCAN NO CHIP,OVER THE COUNTER
A0969841,DOG,CHIHUAHUA SH,DEC,2016,20500,6,OWNER SURRENDER,12/17/16,ADOPTION,12/19/16,SCAN NO CHIP,OVER THE COUNTER
A0997641,WILDLIFE,OPOSSUM,JUN,2017,7302,13,STRAY,6/8/17,EUTHANIZED,6/8/17,SCAN NO CHIP,OVER THE COUNTER
A0996502,DOG,PIT BULL,JUN,2017,6700,1,CONFISCATED,6/1/17,RETURNED TO OWNER,6/12/17,SCAN NO CHIP,FIELD
A0966267,CAT,AMER SH,NOV,2016,31704,12,STRAY,11/23/16,TRANSFER,11/23/16,SCAN NO CHIP,FIELD
A0998855,CAT,DOMESTIC SH,JUN,2017,5200,1,OWNER SURRENDER,6/17/17,ADOPTION,6/21/17,SCAN NO CHIP,OVER THE COUNTER
A0971832,DOG,LABRADOR RETR,JAN,2017,7909,14,STRAY,1/3/17,EUTHANIZED,1/17/17,SCAN NO CHIP,OVER THE COUNTER
A1001312,DOG,CHIHUAHUA LH,JUL,2017,980100,2,STRAY,7/9/17,RETURNED TO OWNER,7/10/17,SCAN NO CHIP,FIELD
A0964488,DOG,GOLDEN RETR,NOV,2016,6402,1,STRAY,11/10/16,ADOPTION,11/18/16,SCAN NO CHIP,FIELD
A1002150,DOG,AUST SHEPHERD,JUL,2017,12000,7,STRAY,7/17/17,TRANSFER,7/18/17,SCAN NO CHIP,FIELD
A0996047,DOG,ROTTWEILER,MAY,2017,9900,6,CONFISCATED,5/30/17,RETURNED TO OWNER,6/5/17,SCAN NO CHIP,FIELD
A1003705,DOG,CHIHUAHUA SH,JUL,2017,6301,4,STRAY,7/31/17,ADOPTION,8/4/17,SCAN NO CHIP,OVER THE COUNTER
A1006294,DOG,CHIHUAHUA SH,AUG,2017,10000,6,STRAY,8/25/17,ADOPTION,8/29/17,SCAN NO CHIP,OVER THE COUNTER
A0982659,DOG,LABRADOR RETR,FEB,2017,4900,4,STRAY,2/24/17,EUTHANIZED,3/5/17,SCAN NO CHIP,SWEEP
A0984291,DOG,GERM SHEPHERD,MAR,2017,9201,5,STRAY,3/10/17,EUTHANIZED,3/14/17,SCAN NO CHIP,FIELD
A1003304,DOG,GERM SHEPHERD,JUL,2017,10000,6,STRAY,7/27/17,RETURNED TO OWNER,7/31/17,SCAN NO CHIP,FIELD
A0970177,DOG,PIT BULL,DEC,2016,11701,5,STRAY,12/21/16,EUTHANIZED,12/25/16,SCAN NO CHIP,FIELD
